createtopost,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,share_ct,comment_ct,attitudes_ct,verified,verified_type,verified_kind,gender,geo_enabled,province,hasURL,emotion,length,realwd,imgwd,engwd,otherwd,is_rumor
388,249155,491,649,19103,19,71,5,0,0,normal user,normal user,0,1,11,1,3,213,55.77,15.38,7.69,21.15,FALSE
250,1926838,2526,2544,2768,23,355,197,0,1,celebrity,yellowV,1,1,11,0,-4,420,60.61,19.19,0,20.2,FALSE
628,12298282,894,1492,88805,389,618,153,0,1,media,blueV,1,0,11,0,3,101,56.52,21.74,0,21.74,FALSE
1061,26804,518,581,3016,57,657,239,9,1,celebrity,yellowV,1,0,31,0,-3,327,61.97,19.72,0,18.31,FALSE
620,3570360,0,0,9186,0,836,755,297,0,normal user,normal user,1,0,100,0,-1,81,81.25,6.25,0,12.5,FALSE
938,19551638,539,734,12533,129,791,95,31,1,celebrity,yellowV,1,1,71,0,-1,245,17.95,11.54,28.21,42.31,FALSE
565,24077,615,736,6205,7,147,91,0,1,celebrity,yellowV,1,0,11,0,0,415,68.6,16.28,0,15.12,FALSE
655,108444,176,194,1396,121,55,160,5,1,celebrity,yellowV,1,0,21,0,6,409,57.73,21.65,0,20.62,FALSE
948,12298284,894,1492,88805,389,1604,16,0,1,media,blueV,1,0,11,1,1,403,67.09,8.86,5.06,18.99,FALSE
899,1469127,176,437,60558,2405,249,39,0,1,media,blueV,0,1,44,0,-6,330,53.42,24.66,0,21.92,FALSE
1510,599777,1901,1999,17909,2105,611,64,44,1,media,blueV,1,1,400,0,1,403,66.67,16.13,0,17.2,FALSE
523,599011,807,2868,20115,1542,200,18,0,0,normal user,normal user,0,0,44,0,16,358,53.12,10.42,0,36.46,FALSE
490,287624,23,27,4043,78,714,140,16,0,normal user,normal user,0,0,44,0,3,405,57.5,27.5,0,15,FALSE
585,190663,10,46,924,123,507,39,49,0,normal user,normal user,0,1,100,0,-3,387,47.67,36.05,0,16.28,FALSE
1105,5414865,393,569,63596,43,390,176,10,1,media,blueV,1,0,42,1,2,406,54.02,24.14,4.6,17.24,FALSE
435,35412,408,553,907,0,970,252,0,1,celebrity,yellowV,1,0,62,1,-4,353,61.45,12.05,4.82,21.69,FALSE
886,2853,42,1539,3123,4,376,16,1,0,senior master,master,0,0,12,0,1,266,53.97,25.4,1.59,19.05,FALSE
955,1540098,200,275,1232,552,1301,72,312,1,celebrity,yellowV,1,1,400,0,-2,299,57.89,18.42,1.32,22.37,FALSE
1094,3741205,1722,1994,43817,6649,715,156,11,1,media,blueV,1,0,11,0,-8,389,64.63,8.54,2.44,24.39,FALSE
797,1170648,116,247,4191,0,766,99,0,0,senior master,master,0,1,21,0,1,327,59.68,14.52,12.9,12.9,FALSE
523,601470,1,1,13318,237,888,140,0,0,normal user,normal user,0,1,81,0,-1,40,15.79,15.79,5.26,63.16,FALSE
976,89785,1264,1932,16281,2756,1152,459,6,1,celebrity,yellowV,0,0,44,0,4,388,64.2,9.88,1.23,24.69,FALSE
535,12298285,894,1492,88805,389,653,190,0,1,media,blueV,1,0,11,0,-1,413,60.76,8.86,0,30.38,FALSE
1094,712059,955,1405,3813,177,174,37,1,1,celebrity,yellowV,1,1,11,0,0,207,55.1,10.2,0,34.69,FALSE
969,2038510,256,277,9726,34,585,474,3,1,celebrity,yellowV,1,0,11,0,-2,415,56,17,1,26,FALSE
903,1059856,2388,2447,12481,391,1225,174,224,0,normal user,normal user,1,0,11,0,0,58,40,33.33,6.67,20,FALSE
589,202974,241,945,5825,0,293,42,1,0,normal user,normal user,1,1,11,0,2,374,48,8,0,44,FALSE
641,23980,377,625,3599,10,301,147,0,1,enterprise,blueV,1,0,11,1,2,290,58.06,9.68,6.45,25.81,FALSE
1627,6912769,262,317,42190,696,901,323,296,1,media,blueV,1,1,44,1,2,407,65.48,9.52,4.76,20.24,FALSE
1248,38195313,260,293,100396,26,706,538,65,1,media,blueV,0,0,11,1,0,402,61.73,13.58,4.94,19.75,FALSE
510,10463242,700,1099,56377,26,515,212,0,1,media,blueV,0,1,11,1,1,243,56.6,15.09,11.32,16.98,FALSE
1224,54479,138,190,6768,101,1098,38,48,0,normal user,normal user,0,1,11,0,-3,413,57.45,24.47,2.13,15.96,FALSE
170,8766,1208,1974,9234,308,185,107,0,1,celebrity,yellowV,1,1,31,0,3,361,64.29,21.43,0,14.29,FALSE
1342,704485,5,12,385,0,1141,2280,341,1,celebrity,yellowV,1,0,11,0,3,398,63.86,18.07,0,18.07,FALSE
165,331460,2,26,6382,1,612,85,0,0,normal user,normal user,0,1,31,0,0,309,51.19,16.67,0,32.14,FALSE
1174,6875,15,16,14417,400,1128,98,11,0,junior master,master,0,1,31,0,-6,196,45.45,22.73,0,31.82,FALSE
701,53055,90,124,17097,6,42,27,0,1,media,blueV,0,1,400,0,2,171,50,25,4.17,20.83,FALSE
935,26456,65,81,486,0,338,76,6,1,celebrity,yellowV,1,0,400,1,-1,88,36.36,13.64,18.18,31.82,FALSE
1062,55108,91,127,1615,3,482,641,2,1,enterprise,blueV,1,1,11,1,0,380,53.68,13.68,14.74,17.89,FALSE
1215,3103571,104,111,80272,13,229,303,60,1,media,blueV,1,0,44,1,-5,359,51.72,14.94,12.64,20.69,FALSE
918,19551637,539,734,12533,129,887,131,8,1,celebrity,yellowV,1,1,71,0,2,241,24.05,6.33,27.85,41.77,FALSE
910,1889308,1158,1879,15748,396,261,60,20,1,celebrity,yellowV,1,0,400,1,-6,230,49.09,23.64,7.27,20,FALSE
1072,32141896,106,148,74830,16,1201,322,176,1,enterprise,blueV,1,1,11,1,1,358,71.91,2.25,4.49,21.35,FALSE
963,152715,604,692,27005,145,1541,72,7,1,celebrity,yellowV,1,1,400,0,2,159,72.73,9.09,0,18.18,FALSE
973,24873,1390,1620,30752,567,290,48,4,1,celebrity,yellowV,1,0,51,0,-8,410,50,14.91,0,35.09,FALSE
290,1103556,138,139,47379,285,1443,372,0,0,normal user,normal user,0,1,32,0,-2,126,62.96,11.11,0,25.93,FALSE
703,4655897,88,111,106603,8,1311,326,5,0,normal user,normal user,0,1,11,0,-3,418,59.04,26.51,0,14.46,FALSE
87,290636,490,592,111280,8,836,151,1,0,normal user,normal user,1,1,11,0,-1,252,57.41,20.37,0,22.22,FALSE
1238,14461087,796,1815,86190,33,612,705,96,1,media,blueV,1,1,11,1,1,401,55.88,13.73,3.92,26.47,FALSE
846,5453874,536,1049,66454,505,761,79,43,1,media,blueV,1,1,44,0,-10,415,54.44,21.11,0,24.44,FALSE
754,208115,43,69,5479,7,273,164,1,1,media,blueV,1,1,100,0,7,412,58.7,20.65,0,20.65,FALSE
1470,8730833,698,981,43093,63,233,27,51,1,media,blueV,1,1,11,0,0,134,55.88,17.65,0,26.47,FALSE
452,4231287,27,102,5481,182,321,55,75,1,enterprise,blueV,0,1,44,0,0,412,63.83,9.57,0,26.6,FALSE
495,14461087,796,1815,86190,33,862,327,2,1,media,blueV,1,1,11,1,0,373,56.96,15.19,5.06,22.78,FALSE
815,230896,1042,1966,14834,281,1397,172,10,0,senior master,master,1,0,44,0,5,365,68.35,11.39,3.8,16.46,FALSE
732,8097997,18,42,8339,13,329,342,9,1,enterprise,blueV,1,1,11,0,-1,152,57.58,9.09,0,33.33,FALSE
329,50004,232,337,1301,197,1725,329,0,1,website,blueV,1,1,11,1,1,174,53.19,12.77,8.51,25.53,FALSE
874,13762539,298,474,99549,9,739,303,33,1,media,blueV,1,1,11,0,3,420,59.55,22.47,0,17.98,FALSE
552,2322390,87,125,14294,4,899,66,177,0,normal user,normal user,0,1,35,0,-1,111,52,28,0,20,FALSE
1128,34134803,1275,1288,24130,78,368,738,115,1,celebrity,yellowV,1,0,13,0,1,164,58.54,12.2,0,29.27,FALSE
1383,1391088,457,634,6895,35,776,153,60,1,celebrity,yellowV,1,1,11,0,-2,341,57.32,17.07,0,25.61,FALSE
1650,12298288,894,1492,88805,389,571,533,183,1,media,blueV,1,0,11,1,1,366,54.55,11.69,10.39,23.38,FALSE
1310,1076080,998,1663,82931,15,221,122,21,1,celebrity,yellowV,1,1,11,0,0,259,59.68,20.97,0,19.35,FALSE
630,28236701,168,481,46232,189,1922,631,225,1,media,blueV,1,1,11,1,0,342,71.21,9.09,6.06,13.64,FALSE
518,1008205,54,1030,1617,0,1732,409,0,1,celebrity,yellowV,0,1,44,1,2,307,63.49,12.7,6.35,17.46,FALSE
592,79347,2401,2745,22642,802,362,187,0,0,normal user,normal user,0,1,11,0,3,210,59.26,14.81,0,25.93,FALSE
566,7272387,1392,2002,62265,69,1750,321,0,1,media,blueV,1,1,11,1,-1,294,72.88,3.39,8.47,15.25,FALSE
658,1512,138,443,14364,595,342,19,0,0,senior master,master,0,0,41,0,-1,400,55.67,21.65,10.31,12.37,FALSE
441,5546685,6,128,62042,68,1668,525,0,0,normal user,normal user,0,0,44,0,0,63,33.33,13.33,0,53.33,FALSE
806,9288103,1192,1439,42171,0,1747,381,6,1,celebrity,yellowV,1,1,44,0,-1,406,68.37,15.31,0,16.33,FALSE
692,12568980,21,36,6375,1,758,153,22,1,media,blueV,0,0,400,0,-5,419,67.71,17.71,0,14.58,FALSE
803,1070,56,108,8646,7,438,26,4,0,normal user,normal user,0,0,100,1,0,120,53.33,6.67,13.33,26.67,FALSE
233,935108,10,15,20071,9,503,103,0,0,normal user,normal user,0,1,44,0,0,102,60.87,26.09,0,13.04,FALSE
979,10414,1061,2074,5001,491,234,65,0,1,celebrity,yellowV,1,1,61,0,-2,228,61.4,17.54,0,21.05,FALSE
377,4210,373,582,6712,2540,527,133,0,1,celebrity,yellowV,0,1,44,0,0,117,45.83,16.67,0,37.5,FALSE
658,17061645,98,102,21261,20,338,236,0,1,celebrity,yellowV,1,0,11,0,-1,324,62.67,18.67,0,18.67,FALSE
620,379878,151,315,3962,5,258,68,0,1,media,blueV,1,1,51,0,0,415,69.89,7.53,0,22.58,FALSE
212,144703,7,29,1809,1,591,146,4,0,normal user,normal user,1,1,11,1,0,403,50.56,21.35,4.49,23.6,FALSE
983,398,133,290,1108,436,657,169,0,0,normal user,normal user,1,1,11,0,2,383,62.5,23.75,0,13.75,FALSE
1603,29017210,170,179,78947,52,801,384,687,1,celebrity,yellowV,1,1,11,0,1,111,65.38,23.08,0,11.54,FALSE
1162,5414867,393,569,63596,43,359,169,15,1,media,blueV,1,0,42,0,-4,415,52.13,25.53,1.06,21.28,FALSE
785,282020,1570,1770,6574,191,528,1085,251,1,celebrity,yellowV,1,0,400,0,0,413,49.49,24.24,1.01,25.25,FALSE
517,964793,97,239,8860,163,47,13,0,1,enterprise,blueV,0,0,11,0,0,128,56.25,9.38,6.25,28.12,FALSE
930,5183641,64,104,25220,2769,1146,281,639,1,media,blueV,0,1,400,0,0,162,57.14,20,0,22.86,FALSE
1455,5824725,298,530,59572,1094,875,129,45,1,media,blueV,1,1,44,0,0,406,61.8,16.85,0,21.35,FALSE
817,3170843,116,570,85069,53,270,74,2,0,normal user,normal user,0,0,44,0,0,83,52.38,9.52,0,38.1,FALSE
976,64992,36,195,18056,3,618,0,0,0,normal user,normal user,0,0,100,0,-1,230,59.65,21.05,1.75,17.54,FALSE
0,10464,205,323,1228,16,894,222,1,0,normal user,normal user,1,1,65,0,-9,419,63.95,20.93,0,15.12,FALSE
1144,14461090,796,1815,86190,33,226,321,2,1,media,blueV,1,1,11,1,-2,407,58.51,15.96,4.26,21.28,FALSE
183,897587,6,27,56573,0,523,116,0,0,normal user,normal user,1,1,44,1,-6,395,57.65,21.18,4.71,16.47,FALSE
742,144233,224,231,1087,1,414,118,5,1,celebrity,yellowV,1,1,11,0,0,129,54.84,16.13,0,29.03,FALSE
670,131869,1616,1999,59706,1723,712,235,0,1,celebrity,yellowV,1,1,31,0,-2,420,51.11,27.78,0,21.11,FALSE
869,347751,294,482,569,1,205,724,53,1,celebrity,yellowV,1,1,11,0,-1,416,56.12,10.2,0,33.67,FALSE
1044,1355894,164,200,15248,71,852,736,724,1,media,blueV,0,0,43,0,0,249,60.66,8.2,4.92,26.23,FALSE
483,16293,1035,1215,34354,30,243,26,0,0,normal user,normal user,0,1,31,0,0,170,59.52,11.9,0,28.57,FALSE
788,6517334,77,236,83663,109,1373,214,0,1,enterprise,blueV,0,0,11,1,2,114,36.36,21.21,12.12,30.3,FALSE
630,5139266,119,132,11461,6,405,170,0,1,media,blueV,1,0,44,1,1,263,54.55,14.55,9.09,21.82,FALSE
1063,1494411,12,17,32733,8,1133,135,5,0,normal user,normal user,0,0,100,0,2,116,55.56,22.22,0,22.22,FALSE
1273,6199620,201,658,79196,477,1277,227,123,0,normal user,normal user,1,0,11,1,-1,386,57.61,10.87,4.35,27.17,FALSE
679,547105,1944,1982,21345,131,320,236,6,1,media,blueV,1,0,42,0,-3,416,70.33,7.69,0,21.98,FALSE
369,599011,807,2868,20115,1542,380,75,1,0,normal user,normal user,0,0,44,0,5,412,64.37,17.24,0,18.39,FALSE
1016,2565143,166,369,29129,8848,657,129,2,0,normal user,normal user,1,1,33,0,0,255,59.32,18.64,0,22.03,FALSE
645,10463244,700,1099,56377,26,318,170,0,1,media,blueV,0,1,11,1,1,397,60.24,15.66,6.02,18.07,FALSE
1190,14461092,796,1815,86190,33,843,607,13,1,media,blueV,1,1,11,1,2,405,57.61,16.3,5.43,20.65,FALSE
1041,156300,252,528,2230,686,123,104,10,0,normal user,normal user,1,1,400,0,-1,126,50,35.71,0,14.29,FALSE
137,701857,401,1775,87177,101,1692,331,0,0,normal user,normal user,1,1,44,0,0,43,62.5,0,0,37.5,FALSE
398,839342,62,111,18453,204,571,63,0,0,normal user,normal user,1,1,32,0,2,391,70.89,12.66,0,16.46,FALSE
208,86113,466,519,4929,2,1896,277,0,1,celebrity,yellowV,1,1,11,0,1,380,60.98,17.07,3.66,18.29,FALSE
956,3612057,485,869,118602,999,598,89,0,0,normal user,normal user,0,0,81,0,-3,249,63.24,7.35,0,29.41,FALSE
671,6191334,112,1339,46489,2,816,53,15,0,normal user,normal user,0,1,44,0,2,106,46.15,19.23,11.54,23.08,FALSE
548,223697,1169,1381,51922,6,934,307,0,1,celebrity,yellowV,1,0,32,0,-7,229,52.83,28.3,0,18.87,FALSE
442,4524526,51,119,55609,0,439,111,1,0,normal user,normal user,1,1,11,0,2,311,59.38,15.62,6.25,18.75,FALSE
360,1392,1052,1186,1783,150,536,91,1,0,senior master,master,1,1,11,0,4,285,65.28,15.28,1.39,18.06,FALSE
481,654925,23,49,3145,0,261,79,373,1,media,blueV,1,0,100,1,3,373,60.53,15.79,5.26,18.42,FALSE
389,3081402,1941,2967,33623,1882,633,124,0,0,normal user,normal user,1,1,400,0,-1,42,45.45,18.18,0,36.36,FALSE
1164,1850750,1500,1685,30976,123,617,45,9,1,celebrity,yellowV,1,1,41,0,3,371,46.46,12.12,1.01,40.4,FALSE
1069,13782048,441,539,56594,2281,695,339,0,1,media,blueV,1,0,31,1,2,396,65.43,12.35,4.94,17.28,FALSE
197,30581471,266,687,41841,12,795,482,46,1,media,blueV,1,0,11,0,-2,403,70.51,11.54,0,17.95,FALSE
760,1841,215,525,4457,1,1309,1295,0,0,normal user,normal user,0,0,44,0,-1,414,68.54,20.22,0,11.24,FALSE
990,1664610,846,1069,5826,2728,121,184,0,1,celebrity,yellowV,1,0,400,0,0,417,62.64,20.88,0,16.48,FALSE
976,13308,521,731,11627,180,257,78,0,0,normal user,normal user,0,1,100,1,2,350,51.22,19.51,9.76,19.51,FALSE
572,245853,23,27,3908,19,1821,187,23,0,normal user,normal user,0,0,44,0,1,370,59.04,24.1,0,16.87,FALSE
1144,809985,63,73,47431,25,62,86,1,1,media,blueV,1,0,400,0,0,154,48.65,18.92,5.41,27.03,FALSE
1008,3633,32,95,1405,1,842,553,2,1,enterprise,blueV,1,0,21,0,0,238,76.19,9.52,0,14.29,FALSE
613,10489455,332,462,20144,106,587,187,0,1,media,blueV,1,0,44,0,0,112,56.67,3.33,0,40,FALSE
608,3612057,485,869,118602,999,1694,224,0,0,normal user,normal user,0,0,81,0,3,383,64.21,13.68,0,22.11,FALSE
44,1966,137,370,1970,1057,911,231,0,0,senior master,master,0,0,31,1,0,337,49.35,2.6,31.17,16.88,FALSE
799,3234335,400,1235,20789,539,113,26,0,0,normal user,normal user,1,1,31,0,1,395,58.14,20.93,0,20.93,FALSE
1298,395883,178,206,1894,24,181,882,2418,0,normal user,normal user,1,0,33,0,2,207,53.49,25.58,0,20.93,FALSE
1089,2565143,166,369,29129,8848,288,66,0,0,normal user,normal user,1,1,33,0,0,385,45.56,13.33,11.11,30,FALSE
989,1112796,5,8,9057,2,1886,208,8,0,normal user,normal user,0,1,31,0,3,310,50.75,31.34,0,17.91,FALSE
1046,49425,36,43,2717,1,67,57,9,0,normal user,normal user,1,0,11,0,1,258,61.82,1.82,0,36.36,FALSE
1000,5934888,162,200,42875,941,458,124,48,1,media,blueV,1,1,11,0,2,359,60,18.75,0,21.25,FALSE
918,14757556,231,260,19637,759,386,113,199,1,gov,blueV,1,0,11,0,-3,414,68.97,6.9,0,24.14,FALSE
1067,4225539,365,462,87536,64,285,135,0,1,media,blueV,0,0,11,1,-1,109,33.33,20,13.33,33.33,FALSE
539,7162398,195,221,13431,29,703,297,54,0,normal user,normal user,0,1,100,0,0,74,52.94,17.65,0,29.41,FALSE
72,155031,302,335,2063,14,449,51,0,0,normal user,normal user,0,1,31,0,-2,390,58.24,29.67,0,12.09,FALSE
661,126730,1318,1624,18723,14,87,57,0,1,celebrity,yellowV,1,0,11,0,2,225,62.75,23.53,0,13.73,FALSE
206,1058135,124,264,8506,356,537,60,0,0,normal user,normal user,0,0,11,0,0,154,39.39,24.24,9.09,27.27,FALSE
463,2382996,689,727,9611,8,277,149,1,1,celebrity,yellowV,1,0,11,0,-2,354,56.96,15.19,0,27.85,FALSE
1282,594280,1582,1845,1126,0,1815,763,354,1,celebrity,yellowV,1,1,44,0,-5,399,61.63,19.77,0,18.6,FALSE
1320,3207,271,295,1460,214,1027,8,56,0,normal user,normal user,1,0,11,1,4,352,43.96,18.68,10.99,26.37,FALSE
280,15524022,50,58,1984,210,1011,1297,5,1,celebrity,yellowV,0,0,400,0,2,132,11.32,1.89,26.42,60.38,FALSE
499,268931,704,789,2893,2,121,54,0,1,media,blueV,1,0,11,0,2,126,65.38,7.69,0,26.92,FALSE
553,1731034,309,519,15043,34,1376,223,39,1,media,blueV,1,1,11,0,-9,413,63.44,12.9,0,23.66,FALSE
746,13346,80,194,3713,55,594,37,2,0,normal user,normal user,0,0,61,1,1,241,57.14,19.64,7.14,16.07,FALSE
1665,422339,420,485,4960,463,580,397,1477,1,celebrity,yellowV,1,0,51,0,1,420,60.44,21.98,0,17.58,FALSE
663,14461099,796,1815,86190,33,256,121,0,1,media,blueV,1,1,11,1,2,255,52.83,15.09,7.55,24.53,FALSE
1043,2180141,481,632,9122,280,393,512,40,0,normal user,normal user,1,0,100,0,-4,381,59.55,19.1,0,21.35,FALSE
123,675012,128,317,3622,134,663,188,0,1,media,blueV,0,1,43,1,1,145,48.57,8.57,11.43,31.43,FALSE
501,7540457,66,1116,16178,0,914,190,537,0,normal user,normal user,0,0,11,0,2,129,68.75,18.75,0,12.5,FALSE
779,1086363,146,221,742,768,1040,458,1799,1,celebrity,yellowV,0,1,71,0,2,406,61.17,26.21,0,12.62,FALSE
866,191490,1025,1691,38726,2960,331,68,5,1,website,blueV,1,0,11,0,0,378,63.86,18.07,6.02,12.05,FALSE
960,663749,100,125,29170,1,497,259,40,1,media,blueV,1,0,11,0,-2,159,64.71,17.65,5.88,11.76,FALSE
976,672184,187,360,18764,6,112,66,2,1,media,blueV,1,1,31,0,-1,416,69.44,15.28,0,15.28,FALSE
561,10130709,78,330,77282,21702,1357,726,0,0,normal user,normal user,1,0,44,1,0,344,66.23,14.29,5.19,14.29,FALSE
921,6841,390,879,3414,177,890,245,8,0,normal user,normal user,0,1,11,0,1,131,41.67,19.44,0,38.89,FALSE
1149,4026452,650,670,5445,4268,215,221,2,1,celebrity,yellowV,1,1,31,0,-1,66,64.71,17.65,0,17.65,FALSE
690,547105,1944,1982,21345,131,140,45,3,1,media,blueV,1,0,42,0,0,300,63.93,14.75,0,21.31,FALSE
748,4548450,63,99,41973,182,903,90,6,0,normal user,normal user,0,1,35,0,-3,95,50,8.33,0,41.67,FALSE
280,1078118,75,490,41592,138,225,767,0,0,normal user,normal user,1,0,44,0,1,143,38.46,15.38,10.26,35.9,FALSE
484,646609,18,73,10473,3,244,23,0,0,normal user,normal user,1,1,44,0,3,411,50,7.41,0,42.59,FALSE
1180,38195318,260,293,100396,26,985,53,12,1,media,blueV,0,0,11,1,7,409,58.14,17.44,4.65,19.77,FALSE
705,5116947,91,126,26285,5,964,70,0,0,normal user,normal user,0,1,11,0,-2,405,61.39,12.87,0,25.74,FALSE
895,4515056,438,930,11409,829,1875,362,627,1,celebrity,yellowV,1,0,400,1,1,396,62.5,12.5,5.68,19.32,FALSE
929,15077,500,628,3757,31,325,82,7,1,celebrity,yellowV,1,1,37,0,0,345,45.98,21.84,8.05,24.14,FALSE
1315,19146107,293,918,92503,7029,1364,370,1014,0,normal user,normal user,0,0,44,0,2,120,48.48,24.24,0,27.27,FALSE
648,315309,1289,2968,2568,47,924,62,4,1,celebrity,yellowV,0,0,11,0,0,94,43.48,8.7,4.35,43.48,FALSE
26,36449,355,1512,937,2,1846,251,0,0,normal user,normal user,0,0,11,1,-3,126,50,15.62,12.5,21.88,FALSE
1216,1267453,725,840,15967,116,518,44,5,1,media,blueV,1,0,11,1,-8,389,55.06,15.73,4.49,24.72,FALSE
360,30581480,266,687,41841,12,1017,423,89,1,media,blueV,1,0,11,0,0,403,57.45,1.06,4.26,37.23,FALSE
1656,14461099,796,1815,86190,33,1479,2811,1440,1,media,blueV,1,1,11,1,-1,406,67,14,4,15,FALSE
1094,3163682,274,424,69254,8,1379,347,442,1,media,blueV,1,1,11,1,-3,393,62.65,4.82,4.82,27.71,FALSE
220,2284,100,1938,239,2,663,129,0,0,normal user,normal user,0,1,11,1,0,113,40.62,12.5,18.75,28.12,FALSE
1149,5824722,298,530,59572,1094,741,65,2,1,media,blueV,1,1,44,0,-12,415,58,20,0,22,FALSE
671,4655899,88,111,106603,8,619,163,0,0,normal user,normal user,0,1,11,0,-2,168,58.14,18.6,0,23.26,FALSE
443,420715,38,77,23025,2,612,149,0,1,media,blueV,1,1,11,1,1,347,60,17.78,7.78,14.44,FALSE
913,442,176,344,1936,718,567,24,8,0,normal user,normal user,0,1,44,0,-1,410,63.83,15.96,0,20.21,FALSE
893,18853,722,989,13711,680,1655,261,16,1,celebrity,yellowV,1,0,11,0,1,181,63.04,15.22,0,21.74,FALSE
159,935108,10,15,20071,9,399,56,0,0,normal user,normal user,0,1,44,0,-3,174,66.67,11.9,0,21.43,FALSE
988,8730837,698,981,43093,63,327,64,0,1,media,blueV,1,1,11,0,1,78,60,0,0,40,FALSE
795,383,151,246,780,6,716,104,420,0,normal user,normal user,0,1,400,0,3,382,52.44,29.27,3.66,14.63,FALSE
506,2465901,1592,1992,1732,1312,1697,371,1,1,celebrity,yellowV,1,0,11,0,-1,410,64.29,13.1,1.19,21.43,FALSE
643,2517196,76,297,36939,4210,579,107,0,0,normal user,normal user,0,0,44,0,0,141,61.76,11.76,2.94,23.53,FALSE
1166,26053,283,1257,11169,20,339,33,5,0,senior master,master,1,1,21,0,0,417,63.46,20.19,0,16.35,FALSE
669,13782048,441,539,56594,2281,286,106,0,1,media,blueV,1,0,31,0,4,413,60.67,11.24,3.37,24.72,FALSE
1027,1978,99,197,3919,182,953,138,0,0,normal user,normal user,0,1,31,0,1,130,34.15,21.95,4.88,39.02,FALSE
1188,45223233,34,83,18828,9,1229,579,16,0,normal user,normal user,0,1,31,0,0,262,49.07,2.78,0,48.15,FALSE
560,3189,261,370,9344,45,473,18,26,0,senior master,master,0,0,44,0,3,123,51.61,22.58,0,25.81,FALSE
958,40168,168,310,7991,7,1323,71,168,0,normal user,normal user,1,0,32,0,1,397,51.02,16.33,3.06,29.59,FALSE
482,985700,221,488,10373,6,984,136,9,0,normal user,normal user,0,1,33,0,0,404,69.51,13.41,0,17.07,FALSE
144,11634,37,81,2169,0,546,235,25,0,senior master,master,1,0,32,0,0,301,68.92,12.16,1.35,17.57,FALSE
693,6768,50,57,1622,1356,357,27,156,0,senior master,master,0,1,100,0,4,409,64,23,1,12,FALSE
1027,1978,99,197,3919,182,539,57,0,0,normal user,normal user,0,1,31,0,0,185,58.33,16.67,2.08,22.92,FALSE
489,3383471,35,63,29998,84,674,138,12,0,normal user,normal user,0,0,44,0,3,410,59.38,17.71,0,22.92,FALSE
939,248852,583,755,7712,57,171,78,0,1,celebrity,yellowV,1,1,11,0,-3,402,62.79,23.26,0,13.95,FALSE
377,118347,353,793,4514,96,315,63,0,1,celebrity,yellowV,0,0,11,0,-1,381,59.77,25.29,0,14.94,FALSE
1165,2291909,501,549,38431,9,642,230,79,1,celebrity,yellowV,1,1,11,1,-1,389,46,17,11,26,FALSE
550,18844418,179,226,7261,78,907,553,3,1,celebrity,yellowV,1,0,44,0,0,349,66.15,9.23,0,24.62,FALSE
1341,3795783,194,308,57450,392,517,212,62,1,media,blueV,1,0,44,1,-1,392,70,5,5,20,FALSE
424,2938611,978,2016,39596,185,106,94,0,1,media,blueV,0,1,42,1,2,405,61.18,14.12,4.71,20,FALSE
964,5556569,416,662,56413,13,584,113,0,1,media,blueV,0,1,31,0,-1,305,58.9,8.22,8.22,24.66,FALSE
561,1987644,21,35,46529,9,609,53,4,0,normal user,normal user,0,0,44,0,1,79,50,15,0,35,FALSE
228,38970,161,356,1196,18,703,93,0,0,normal user,normal user,1,1,11,0,3,371,55,16.25,1.25,27.5,FALSE
711,11675,459,771,1914,7,47,24,4,1,org,blueV,1,0,33,1,2,399,58.33,6.25,5.21,30.21,FALSE
985,1245,195,392,5287,390,820,1,1,0,senior master,master,0,1,81,0,0,189,58,14,4,24,FALSE
1030,34407,415,482,4580,897,172,38,0,1,celebrity,yellowV,0,1,33,0,2,260,53.45,20.69,1.72,24.14,FALSE
942,9288107,1192,1439,42171,0,648,77,8,1,celebrity,yellowV,1,1,44,0,-9,417,52.58,26.8,0,20.62,FALSE
883,1257683,465,492,10786,2,212,43,24,0,normal user,normal user,1,0,31,0,1,170,57.78,20,4.44,17.78,FALSE
439,1475117,123,144,17626,3,564,64,191,0,normal user,normal user,1,1,12,0,1,91,42.31,15.38,0,42.31,FALSE
864,296,21,90,263,6,186,19,3,0,normal user,normal user,0,1,21,0,0,183,62.16,27.03,0,10.81,FALSE
1258,12028936,1037,1168,61211,17330,1582,358,876,1,celebrity,yellowV,1,0,400,0,1,144,45.95,16.22,2.7,35.14,FALSE
256,1078118,75,490,41592,138,835,175,0,0,normal user,normal user,1,0,44,0,4,382,55.68,25,2.27,17.05,FALSE
634,5264393,128,521,66011,747,930,259,0,0,normal user,normal user,0,0,44,0,1,418,70.45,11.36,0,18.18,FALSE
666,567927,15,34,4202,52,279,39,3,0,normal user,normal user,0,0,11,0,1,68,58.82,5.88,0,35.29,FALSE
750,1938286,105,203,16685,39,642,102,0,1,app,blueV,1,0,44,0,1,408,62,8,1,29,FALSE
980,3702452,107,161,8250,55,119,14,0,1,enterprise,blueV,1,1,50,0,3,265,69.81,11.32,0,18.87,FALSE
613,566540,822,1593,20688,2920,1324,201,5,1,media,blueV,1,1,44,0,-1,294,67.8,15.25,0,16.95,FALSE
284,134343,225,287,6142,512,406,73,0,0,senior master,master,1,0,11,0,-1,180,35.19,7.41,16.67,40.74,FALSE
436,573129,371,1376,9276,730,961,1989,19,1,media,blueV,1,1,11,0,2,400,61.73,22.22,4.94,11.11,FALSE
